,animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
1018,394984,GAAAG1140224001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,彰鹿路七段33巷35號旁空地,,OPEN,114年3月4日早上十點開放現場認養，不接受線上預約,,2025-03-04,2999-12-31,2025/02/24,2025/02/24,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1740379927021.png,,2025/02/24,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1019,275320,OAAAG1110923004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,花色,ADULT,F,F,豐坪路三段2-5號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2022-10-21,2999-12-31,2025/02/24,2022/09/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715234638668.png,,2025/02/24,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1020,394658,AAACG1140220001,3,51,新北市新店區公立動物之家,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,磨石坑,,OPEN,,,2025-02-20,2999-12-31,2025/02/20,2025/02/20,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1740377911716.png,,2025/02/20,新北市新店區安泰路235號,02-22159462
1021,395024,S140224-03,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,黑色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-03,2999-12-31,,2025/02/24,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1740375512291.png,,,臺南市善化區昌隆里東勢寮1~19號,06-5832399
1022,395022,S140224-02,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,黑色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-03,2999-12-31,,2025/02/24,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1740375466920.png,,,臺南市善化區昌隆里東勢寮1~19號,06-5832399
1023,301245,OAAAG1120327007,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,松浦43號旁,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-03-19,2999-12-31,2025/02/24,2023/03/27,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1719214809313.png,,2025/02/24,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1024,395009,1140221C02,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,ADULT,T,F,后宅,,OPEN,,,2025-02-21,2999-12-31,2025/02/24,2025/02/21,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1740369073809.png,,2025/02/24,金門縣金湖鎮裕民農莊20號,082-336625
1025,395007,1140221C01,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,黃虎斑色,ADULT,T,F,林厝,,OPEN,,,2025-02-21,2999-12-31,2025/02/24,2025/02/21,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1740368685928.png,,2025/02/24,金門縣金湖鎮裕民農莊20號,082-336625
1026,395003,1140220C05,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,,CHILD,F,F,金門城,,OPEN,,,2025-04-15,2999-12-31,2025/02/24,2025/02/20,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1740368496125.png,,2025/02/24,金門縣金湖鎮裕民農莊20號,082-336625
1027,395002,1140220C04,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,,CHILD,F,F,金門城,,OPEN,,,2025-04-15,2999-12-31,2025/02/24,2025/02/20,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1740368339924.png,,2025/02/24,金門縣金湖鎮裕民農莊20號,082-336625
1028,394999,1140220C03,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,,ADULT,T,F,東坑,,OPEN,,,2025-02-21,2999-12-31,2025/02/24,2025/02/20,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1740368148878.png,,2025/02/24,金門縣金湖鎮裕民農莊20號,082-336625
1029,394998,1140220C02,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,黃虎斑色,ADULT,T,F,官澳,,OPEN,,,2025-02-21,2999-12-31,2025/02/24,2025/02/20,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1740368030662.png,,2025/02/24,金門縣金湖鎮裕民農莊20號,082-336625
1030,380130,GAAAG1131030004,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,F,F,大彰路一段672巷19號,,OPEN,,,2024-11-07,2999-12-31,2025/02/24,2024/10/30,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1730258421762.png,,2025/02/24,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1031,394898,S140222-02,16,74,臺南市動物之家善化站,狗,柴犬                  ,F,MEDIUM,黃色,ADULT,N,F,新化區頂山腳 台19甲線附近,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-01,2999-12-31,2025/02/24,2025/02/22,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1740196198530.png,,2025/02/24,臺南市善化區昌隆里東勢寮1~19號,06-5832399
1032,391067,FAABG11401156001,10,68,臺中市動物之家后里園區,狗,混種犬          ,M,BIG,棕白色,ADULT,T,F,三和路354巷97弄50-1號,,OPEN,,,2025-02-24,2999-12-31,2025/02/24,2025/01/15,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1740358497110.png,,2025/02/24,臺中市后里區堤防路370號,04-25588024
1033,309516,CAAAG1120523008,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,BIG,黃虎斑色,ADULT,N,F,宏昌街６７７巷,,OPEN,送醫治療中,,2024-03-31,2999-12-31,2025/02/23,2023/05/23,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1684828161600.png,,2025/02/23,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
1034,362868,VAAAG113061904,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,老泉里老泉街２６巷,,OPEN,"保母攜出照顧中,目前尚未在所內  CPV(-)，隔離觀察中。",,2024-06-20,2999-12-31,2025/02/22,2024/06/19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1718865906397.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1035,362866,VAAAG113061903,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,老泉里老泉街２６巷,,OPEN, 保母攜出照顧中 目前尚未在所內 CPV(-)，隔離觀察中。,,2024-06-20,2999-12-31,2025/02/22,2024/06/19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1718865794869.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1036,368358,VAAAG113080103,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,老泉里老泉街２６巷,,OPEN,CPV(-) 保母攜出照顧中 目前尚未在所內,,2024-08-02,2999-12-31,2025/02/22,2024/08/01,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1722571203109.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1037,392624,VAAAG114020706,2,49,臺北市動物之家,狗,混種犬          ,M,SMALL,虎斑色,CHILD,N,F,士東路３５３巷,,OPEN,"保母攜出照顧中,目前尚未在所內",,2025-02-07,2999-12-31,2025/02/22,2025/02/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1738913325965.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1038,392623,VAAAG114020705,2,49,臺北市動物之家,狗,混種犬          ,F,SMALL,虎斑色,CHILD,F,F,士東路３５３巷,,OPEN,"保母攜出照顧中,目前尚未在所內",,2025-02-07,2999-12-31,2025/02/22,2025/02/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1738913277681.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1039,392626,VAAAG114020708,2,49,臺北市動物之家,狗,混種犬          ,F,SMALL,虎斑色,CHILD,N,F,士東路３５３巷,,OPEN,"保母攜出照顧中,目前尚未在所內",,2025-02-07,2999-12-31,2025/02/22,2025/02/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1738913368761.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1040,392622,VAAAG114020704,2,49,臺北市動物之家,狗,混種犬          ,F,SMALL,虎斑色,CHILD,N,F,士東路３５３巷,,OPEN,"保母攜出照顧中,目前尚未在所內",,2025-02-07,2999-12-31,2025/02/22,2025/02/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1738911092009.png,,2025/02/22,臺北市內湖區安美街191號,02-87913254
1041,394930,AAACG1140222001,3,51,新北市新店區公立動物之家,狗,混種犬          ,M,SMALL,黑黃色,CHILD,F,F,大同路二段579號,,OPEN,,,2025-02-22,2999-12-31,2025/02/22,2025/02/22,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1740214489795.png,,2025/02/22,新北市新店區安泰路235號,02-22159462
1042,372928,CAAAG1130905010,6,61,桃園市動物保護教育園區,狗,法國鬥牛犬,M,MEDIUM,白色,ADULT,F,F,汴洲里春日路,,OPEN,1114開放抽籤領養,,2024-11-14,2999-12-31,2025/02/22,2024/09/05,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1725519590998.png,,2025/02/22,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
1043,394926,HAAAG1140222634,12,70,南投縣公立動物收容所,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,,,OPEN,,,2025-02-22,2999-12-31,2025/02/22,2025/02/22,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1740213991588.png,,2025/02/22,南投縣南投市嶺興路36-1號,049-2225440
1044,394924,HAAAG1140222838,12,70,南投縣公立動物收容所,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,,,OPEN,,,2025-02-22,2999-12-31,2025/02/22,2025/02/22,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1740213788978.png,,2025/02/22,南投縣南投市嶺興路36-1號,049-2225440
1045,394923,HAAAG1140222300,12,70,南投縣公立動物收容所,狗,混種犬          ,F,SMALL,白色,CHILD,T,F,,,OPEN,,,2025-02-22,2999-12-31,2025/02/22,2025/02/22,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1740213696499.png,,2025/02/22,南投縣南投市嶺興路36-1號,049-2225440
1046,391430,FAABG11401186019,10,68,臺中市動物之家后里園區,狗,柴犬                  ,M,BIG,黃白色,ADULT,T,F,太原四街8號,,OPEN,,,2025-02-22,2999-12-31,2025/02/22,2025/01/18,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1740194399214.png,,2025/02/22,臺中市后里區堤防路370號,04-25588024
1047,394880,AAAHG1140222001,3,58,新北市五股區公立動物之家,狗,混種犬          ,F,MEDIUM,黃白色,ADULT,N,F,蘆洲復興路345巷15號,,OPEN,,,2025-03-07,2999-12-31,2025/02/22,2025/02/22,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1740192906896.png,,2025/02/22,新北市五股區外寮路9-9號,02-82925265
1048,394866,HAAAG1140221828,12,70,南投縣公立動物收容所,狗,混種犬          ,F,MEDIUM,白色,ADULT,T,F,碧山路,,OPEN,,,2025-02-21,2999-12-31,2025/02/22,2025/02/21,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1740187386561.png,,2025/02/22,南投縣南投市嶺興路36-1號,049-2225440
1049,391833,DAAAG1140123006,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,,,OPEN,車禍救援，口腔內部外傷已復原；右股骨骨折,,2025-01-24,2999-12-31,2025/02/11,2025/01/23,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1738679479100.png,,2025/02/11,新竹縣竹北市縣政五街192號,03-5519548
1050,358328,DAAAG1130516002,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,,,OPEN,右前肢截肢,,2024-05-16,2999-12-31,2024/09/23,2024/05/16,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1717427419807.png,,2024/09/23,新竹縣竹北市縣政五街192號,03-5519548
1051,388381,DAAAG1131221002,7,63,新竹縣動物保護教育園區,貓,混種貓                 ,M,MEDIUM,黑色,ADULT,T,F,,,OPEN,通報虛弱救援，後肢原跛行(X光無骨折)，鼠蹊部皮下瘀血及刮痕,,2024-12-21,2999-12-31,2025/01/03,2024/12/21,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1735575804050.png,,2025/01/03,新竹縣竹北市縣政五街192號,03-5519548
1052,393684,1140261,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,白色,ADULT,N,F,中正軍港,,OPEN,,,2025-02-14,2999-12-31,2025/02/21,2025/02/14,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1740131110596.png,,2025/02/21,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
1053,394824,AAAHG1140221003,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,CHILD,T,F,林口區嘉寶里2鄰3號,,OPEN,,,2025-02-21,2999-12-31,2025/02/21,2025/02/21,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1740128439768.png,,2025/02/21,新北市五股區外寮路9-9號,02-82925265
1054,394822,AAAHG1140221001,3,58,新北市五股區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,CHILD,N,F,林口區嘉寶里2鄰3號,,OPEN,,,2025-02-21,2999-12-31,2025/02/21,2025/02/21,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1740128145103.png,,2025/02/21,新北市五股區外寮路9-9號,02-82925265
1055,394807,S140221-09,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黃白色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-04-21,2999-12-31,2025/02/21,2025/02/21,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1740125595063.png,,2025/02/21,臺南市善化區昌隆里東勢寮1~19號,06-5832399
1056,363096,OAAAG1130622001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,咖啡色,ADULT,T,F,,,OPEN,,,2024-06-22,2999-12-31,2025/02/21,2024/06/22,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1719041999924.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1057,346867,OAAAG1130220002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,化仁海堤,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-03-06,2999-12-31,2025/02/21,2024/02/20,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1708413511475.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1058,340159,OAAAG1121223002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,,,OPEN,,,2023-12-23,2999-12-31,2025/02/21,2023/12/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1703300707546.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1059,389840,TAAAG1140110002,15,71,嘉義市動物保護教育園區,貓,混種貓                 ,M,MEDIUM,黑色,ADULT,T,F,台林街,,OPEN,,,2025-02-17,2999-12-31,2025/02/21,2025/01/10,嘉義市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1736487800365.png,,2025/02/21,嘉義市彌陀路31號,05-2168661
1060,372074,OAAAG1130830005,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,棕色,ADULT,T,F,中華路45號,,OPEN,,,,2999-12-31,2025/02/21,2024/08/30,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1725074651586.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1061,391719,OAAAG1140123011,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,空軍第五聯隊,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-02-22,2999-12-31,2025/02/21,2025/01/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1737618872811.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1062,391721,OAAAG1140123012,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,長安街46巷26弄6號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-02-22,2999-12-31,2025/02/21,2025/01/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1737619060117.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1063,393590,PAAAG1140213007,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黃色,ADULT,N,F,1-275號(實權五金行附近),,OPEN,,,2025-02-26,2999-12-31,2025/02/21,2025/02/13,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1740121878869.png,,2025/02/21,澎湖縣馬公市烏崁里260、261號,06-9213559
1064,394466,GAAAG1140219005,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,F,F,代天府,,OPEN,通知飼主領回中；入所時戴有橘黑色項圈,,,2999-12-31,2025/02/21,2025/02/19,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739952937509.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1065,229238,OAAAG1101102001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,虎斑色,CHILD,T,F,吉安鄉,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2023-07-25,2999-12-31,2025/02/21,2021/11/02,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/dc703180-0306-4110-8b63-491f3edc1a95.jpg,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1066,339377,AAAEG1121218001,3,53,新北市中和區公立動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,景新街437巷,,OPEN,,,2024-09-06,2999-12-31,2025/02/21,2023/12/18,新北市中和區公立動物之家,https://www.pet.gov.tw/upload/pic/1702892276843.png,,2025/02/21,新北市中和區興南路三段100號,02-86685547
1067,394752,GAAAG1140221002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,,,OPEN,,,2025-02-21,2999-12-31,2025/02/21,2025/02/21,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1740120512569.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1068,394750,GAAAG1140221001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,,,OPEN,通知飼主領回中,,,2999-12-31,2025/02/21,2025/02/21,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1740120476972.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1069,368704,OAAAG1130806002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,虎斑色,CHILD,T,F,壽豐路土地公廟,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-09-28,2999-12-31,2025/02/21,2024/08/06,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1729142668319.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1070,369604,OAAAG1130812004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,CHILD,T,F,,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-09-21,2999-12-31,2025/02/21,2024/08/12,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1729226076484.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1071,370822,OAAAG1130821002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑棕色,CHILD,T,F,東興路96號（東興路與東興三街口）,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-09-27,2999-12-31,2025/02/21,2024/08/21,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1724208251174.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1072,393032,GAAAG1140211005,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,頂崁巷8號附近,,OPEN,入所時戴有紅米色項圈，114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/02/11,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739258202639.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1073,393734,GAAAG1140215003,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,T,F,民生路一段276巷30號附近,,OPEN,114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/02/15,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739583781859.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1074,391557,GAAAG1140123001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,民和巷173號附近,,OPEN,114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/01/23,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1737596174602.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1075,393733,GAAAG1140215002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,T,F,民生路一段276巷30號附近,,OPEN,114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/02/15,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739583712072.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1076,393886,GAAAG1140217003,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,潭墘國小,,OPEN,114年2月25日早上十點開放現場認養，不接受線上預約,,2025-02-25,2999-12-31,2025/02/21,2025/02/17,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739761608956.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1077,393732,GAAAG1140215001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,民生路一段276巷30號附近,,OPEN,114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/02/15,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739583623466.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1078,394780,1140314,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黃色,ADULT,T,F,永美路一段,,OPEN,,,2025-02-21,2999-12-31,2025/02/21,2025/02/21,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1740117901170.png,,2025/02/21,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
1079,394779,1140313,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黑色,ADULT,N,F,蜊埤路,,OPEN,,,2025-02-21,2999-12-31,2025/02/21,2025/02/21,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1740117783365.png,,2025/02/21,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
1080,394778,1140312,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,虎斑白色,ADULT,T,F,壯濱路三段,,OPEN,,,2025-02-21,2999-12-31,2025/02/21,2025/02/21,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1740117731983.png,,2025/02/21,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
1081,393758,GAAAG1140215008,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,中山路2段160號,,OPEN,114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/02/15,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1739603667212.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1082,390857,GAAAG1140118006,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,SMALL,米色,CHILD,T,F,鹿和路5段188巷146號,,OPEN,114年2月24日早上十點開放現場認養，不接受線上預約,,2025-02-24,2999-12-31,2025/02/21,2025/01/18,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1738657471606.png,,2025/02/21,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
1083,387709,DAAAG1131223002,7,63,新竹縣動物保護教育園區,貓,混種貓                 ,M,MEDIUM,黑白色,ADULT,T,F,,,OPEN,,,2024-12-23,2999-12-31,2025/01/03,2024/12/23,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1734967283125.png,,2025/01/03,新竹縣竹北市縣政五街192號,03-5519548
1084,391643,OAAAG1140123010,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,CHILD,T,F,東華大學後門,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-02-21,2999-12-31,2025/02/21,2025/01/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1737612503030.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
1085,391639,OAAAG1140123008,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黃色,CHILD,T,F,東華大學後門,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-02-21,2999-12-31,2025/02/21,2025/01/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1737612293656.png,,2025/02/21,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
